"tss_id"	"gene_symbol"	"chr"	"strand"	"promoter"	"position"	"transcripts"
"AC099489.1_P3"	"AC099489.1"	"chr16"	"-"	"P3"	11527245	"ENST00000598234"
"AC099850.2_P1"	"AC099850.2"	"chr17"	"+"	"P1"	59197566	"ENST00000577660"
"AC100868.1_P1"	"AC100868.1"	"chr8"	"-"	"P1"	132085655	"ENST00000262283"
"AC104151.1_P1"	"AC104151.1"	"chr16"	"+"	"P1"	76553417	"ENST00000563764"
"AC104304.1_P1"	"AC104304.1"	"chr3"	"+"	"P1"	46581150	"ENST00000505797"
"AC104389.4_P1"	"AC104389.4"	"chr11"	"-"	"P1"	5624860	"ENST00000394793"
"AC104389.5_P1"	"AC104389.5"	"chr11"	"-"	"P1"	5254781	"ENST00000642908"
"AC104581.2_P1"	"AC104581.2"	"chr17"	"-"	"P1"	7930690	"ENST00000573621"
"AC104662.2_P1"	"AC104662.2"	"chr4"	"+"	"P1"	25160704	"ENST00000512921"
"AC106774.4_P1"	"AC106774.4"	"chr5"	"-"	"P1"	17491769	"ENST00000600799"
"AC106886.5_P1"	"AC106886.5"	"chr16"	"+"	"P1"	30704067	"ENST00000380361"
"AC107959.5_P1"	"AC107959.5"	"chr8"	"+"	"P1"	23084393	"ENST00000520607"
"AC108488.2_P1"	"AC108488.2"	"chr2"	"-"	"P1"	3547957	"ENST00000438485"
"AC108941.2_P1"	"AC108941.2"	"chr4"	"-"	"P1"	69847786	"ENST00000506796"
"AC110275.1_P1"	"AC110275.1"	"chr8"	"+"	"P1"	43018424	"ENST00000534420"
"AC113348.1_P1"	"AC113348.1"	"chr5"	"-"	"P1"	178697695	"ENST00000648368"
"AC113348.2_P1"	"AC113348.2"	"chr5"	"-"	"P1"	178729335	"ENST00000638723"
"AC113554.1_P1"	"AC113554.1"	"chr17"	"+"	"P1"	63484846	"ENST00000577647"
"AC115220.1_P1"	"AC115220.1"	"chr7"	"+"	"P1"	63998849	"ENST00000330020"
"AC116366.3_P1"	"AC116366.3"	"chr5"	"+"	"P1"	132410929	"ENST00000638452"
"AC117378.1_P1"	"AC117378.1"	"chr12"	"-"	"P1"	56741535	"ENST00000647707"
"AC117457.1_P1"	"AC117457.1"	"chr3"	"+"	"P1"	178419282	"ENST00000614557"
"AC118549.1_P1"	"AC118549.1"	"chr1"	"-"	"P1"	77683398	"ENST00000370798"
"AC119396.1_P1"	"AC119396.1"	"chr19"	"+"	"P1"	7348938	"ENST00000576789"
"AC119674.2_P1"	"AC119674.2"	"chr1"	"-"	"P1"	56512102	"ENST00000641494"
"AC119676.1_P1"	"AC119676.1"	"chr1"	"-"	"P1"	41628816	"ENST00000646142"
"AC120057.2_P1"	"AC120057.2"	"chr17"	"-"	"P1"	7244635	"ENST00000570760"
"AC120114.4_P1"	"AC120114.4"	"chr16"	"+"	"P1"	29816856	"ENST00000562285"
"AC126755.2_P3"	"AC126755.2"	"chr16"	"-"	"P3"	18358582	"ENST00000327792"
"AC126755.2_P5"	"AC126755.2"	"chr16"	"-"	"P5"	18368364	"ENST00000528301"
"AC126755.2_P4"	"AC126755.2"	"chr16"	"-"	"P4"	18372785	"ENST00000531453"
"AC126755.2_P1"	"AC126755.2"	"chr16"	"-"	"P1"	18375069	"ENST00000545114"
"AC126755.2_P2"	"AC126755.2"	"chr16"	"-"	"P2"	18376839	"ENST00000427999"
"AC127029.3_P1"	"AC127029.3"	"chr17"	"-"	"P1"	63931399	"ENST00000647774"
"AC131097.2_P1"	"AC131097.2"	"chr2"	"-"	"P1"	241900464	"ENST00000404031"
"AC134669.1_P1"	"AC134669.1"	"chr17"	"-"	"P1"	31318824	"ENST00000578584"
"AC134684.11_P1"	"AC134684.11"	"chr8"	"-"	"P1"	7559712	"ENST00000650288"
"AC134684.8_P1"	"AC134684.8"	"chr8"	"-"	"P1"	7575006	"ENST00000648590"
"AC134684.9_P1"	"AC134684.9"	"chr8"	"-"	"P1"	7582653	"ENST00000648435"
"AC134980.3_P1"	"AC134980.3"	"chr15"	"+"	"P1"	22015233	"ENST00000639059"
"AC135068.1_P1"	"AC135068.1"	"chr15"	"+"	"P1"	21637909	"ENST00000332663"
"AC135068.3_P1"	"AC135068.3"	"chr15"	"+"	"P1"	21651844	"ENST00000623441"
"AC136428.1_P1"	"AC136428.1"	"chr16"	"-"	"P1"	33845308	"ENST00000569103"
"AC137834.1_P1"	"AC137834.1"	"chr12"	"-"	"P1"	57296484	"ENST00000548184"
"AC138647.1_P1"	"AC138647.1"	"chr8"	"+"	"P1"	141514671	"ENST00000427937"
"AC139491.7_P1"	"AC139491.7"	"chr5"	"+"	"P1"	176063748	"ENST00000508296"
"AC144573.1_P1"	"AC144573.1"	"chr8"	"-"	"P1"	37965953	"ENST00000647937"
"AC187653.1_P1"	"AC187653.1"	"chr7"	"+"	"P1"	291239	"ENST00000510017"
"AC233723.1_P1"	"AC233723.1"	"chr17"	"-"	"P1"	4807009	"ENST00000571067"
"AC233992.2_P1"	"AC233992.2"	"chr8"	"-"	"P1"	144356106	"ENST00000531225"
"AC243547.3_P1"	"AC243547.3"	"chr1"	"+"	"P1"	145927627	"ENST00000630636"
"AC243756.1_P1"	"AC243756.1"	"chr1"	"-"	"P1"	146344790	"ENST00000584068"
"AC244197.3_P1"	"AC244197.3"	"chrX"	"-"	"P1"	149533935	"ENST00000422081"
"AC253536.7_P1"	"AC253536.7"	"chr22"	"-"	"P1"	23980469	"ENST00000404092"
"ACAA1_P1"	"ACAA1"	"chr3"	"-"	"P1"	38137077	"ENST00000333167"
"ACAA2_P1"	"ACAA2"	"chr18"	"-"	"P1"	49813523	"ENST00000285093"
"ACACA_P1"	"ACACA"	"chr17"	"-"	"P1"	37359096	"ENST00000614428"
"ACACA_P2"	"ACACA"	"chr17"	"-"	"P2"	37406833	"ENST00000616317"
"ACACB_P1"	"ACACB"	"chr12"	"+"	"P1"	109131361	"ENST00000539864"
"ACACB_P2"	"ACACB"	"chr12"	"+"	"P2"	109154679	"ENST00000544726"
"ACAD10_P1"	"ACAD10"	"chr12"	"+"	"P1"	111686056	"ENST00000511915"
"ACAD11_P1"	"ACAD11"	"chr3"	"-"	"P1"	132659809	"ENST00000496418"
"ACAD8_P1"	"ACAD8"	"chr11"	"+"	"P1"	134253568	"ENST00000281182"
"ACAD9_P1"	"ACAD9"	"chr3"	"+"	"P1"	128879620	"ENST00000505602"
"ACADL_P1"	"ACADL"	"chr2"	"-"	"P1"	210225392	"ENST00000233710"
"ACADM_P1"	"ACADM"	"chr1"	"+"	"P1"	75724755	"ENST00000541113"
"ACADS_P1"	"ACADS"	"chr12"	"+"	"P1"	120725826	"ENST00000242592"
"ACADSB_P1"	"ACADSB"	"chr10"	"+"	"P1"	123009006	"ENST00000368869"
"ACADVL_P1"	"ACADVL"	"chr17"	"+"	"P1"	7219938	"ENST00000356839"
"ACAN_P1"	"ACAN"	"chr15"	"+"	"P1"	88803436	"ENST00000560601"
"ACAP1_P1"	"ACAP1"	"chr17"	"+"	"P1"	7336532	"ENST00000158762"
"ACAP2_P1"	"ACAP2"	"chr3"	"-"	"P1"	195443014	"ENST00000326793"
"ACAP3_P1"	"ACAP3"	"chr1"	"-"	"P1"	1307930	"ENST00000354700"
"ACAT1_P1"	"ACAT1"	"chr11"	"+"	"P1"	108121567	"ENST00000265838"
"ACAT2_P1"	"ACAT2"	"chr6"	"+"	"P1"	159762066	"ENST00000467951"
"ACBD3_P1"	"ACBD3"	"chr1"	"-"	"P1"	226186718	"ENST00000366812"
"ACBD4_P2"	"ACBD4"	"chr17"	"+"	"P2"	45132623	"ENST00000587976"
"ACBD4_P1"	"ACBD4"	"chr17"	"+"	"P1"	45135687	"ENST00000586346"
"ACBD5_P1"	"ACBD5"	"chr10"	"-"	"P1"	27240797	"ENST00000396271"
"ACBD5_P2"	"ACBD5"	"chr10"	"-"	"P2"	27242100	"ENST00000375901"
"ACBD6_P1"	"ACBD6"	"chr1"	"-"	"P1"	180502577	"ENST00000645415"
"ACBD7_P1"	"ACBD7"	"chr10"	"-"	"P1"	15088776	"ENST00000356189"
"ACCS_P1"	"ACCS"	"chr11"	"+"	"P1"	44066485	"ENST00000524990"
"ACCSL_P1"	"ACCSL"	"chr11"	"+"	"P1"	44047981	"ENST00000378832"
"ACD_P1"	"ACD"	"chr16"	"-"	"P1"	67660245	"ENST00000620761"
"ACE_P1"	"ACE"	"chr17"	"+"	"P1"	63477061	"ENST00000583336"
"ACE2_P1"	"ACE2"	"chrX"	"-"	"P1"	15600945	"ENST00000252519"
"ACER1_P1"	"ACER1"	"chr19"	"-"	"P1"	6333593	"ENST00000301452"
"ACER2_P1"	"ACER2"	"chr9"	"+"	"P1"	19409009	"ENST00000340967"
"ACER3_P1"	"ACER3"	"chr11"	"+"	"P1"	76860937	"ENST00000534206"
"ACHE_P1"	"ACHE"	"chr7"	"-"	"P1"	100895888	"ENST00000241069"
"ACHE_P2(W)"	"ACHE"	"chr7"	"-"	"P2(W)"	100896985	NA
"ACIN1_P2"	"ACIN1"	"chr14"	"-"	"P2"	23071565	"ENST00000557515"
"ACIN1_P1"	"ACIN1"	"chr14"	"-"	"P1"	23095136	"ENST00000605057"
"ACKR1_P1"	"ACKR1"	"chr1"	"+"	"P1"	159204903	"ENST00000435307"
"ACKR2_P1"	"ACKR2"	"chr3"	"+"	"P1"	42804663	"ENST00000565749"
"ACKR2_P1P2(W)"	"ACKR2"	"chr3"	"+"	"P1P2(W)"	42809466	NA
"ACKR3_P2(W)"	"ACKR3"	"chr2"	"+"	"P2(W)"	236567792	NA
"ACKR3_P1"	"ACKR3"	"chr2"	"+"	"P1"	236569825	"ENST00000272928"
"ACKR4_P1"	"ACKR4"	"chr3"	"+"	"P1"	132597281	"ENST00000249887"
"ACLY_P1"	"ACLY"	"chr17"	"-"	"P1"	41918951	"ENST00000352035"
"ACMSD_P1"	"ACMSD"	"chr2"	"+"	"P1"	134838616	"ENST00000356140"
"ACO1_P1"	"ACO1"	"chr9"	"+"	"P1"	32384651	"ENST00000541043"
"ACO2_P1"	"ACO2"	"chr22"	"+"	"P1"	41469117	"ENST00000216254"
"ACOD1_P1"	"ACOD1"	"chr13"	"+"	"P1"	76948511	"ENST00000377462"
"ACOT1_P1"	"ACOT1"	"chr14"	"+"	"P1"	73537143	"ENST00000311148"
"ACOT11_P2(W)"	"ACOT11"	"chr1"	"+"	"P2(W)"	54542272	NA
"ACOT11_P1"	"ACOT11"	"chr1"	"+"	"P1"	54548228	"ENST00000498228"
"ACOT12_P1"	"ACOT12"	"chr5"	"-"	"P1"	81394132	"ENST00000307624"
"ACOT13_P1"	"ACOT13"	"chr6"	"+"	"P1"	24667077	"ENST00000537591"
"ACOT2_P1"	"ACOT2"	"chr14"	"+"	"P1"	73569276	"ENST00000238651"
"ACOT4_P1"	"ACOT4"	"chr14"	"+"	"P1"	73592152	"ENST00000326303"
"ACOT6_P2"	"ACOT6"	"chr14"	"+"	"P2"	73610945	"ENST00000554229"
"ACOT6_P1"	"ACOT6"	"chr14"	"+"	"P1"	73612498	"ENST00000645972"
"ACOT6_P3"	"ACOT6"	"chr14"	"+"	"P3"	73616844	"ENST00000381139"
"ACOT7_P2"	"ACOT7"	"chr1"	"-"	"P2"	6385768	"ENST00000377855"
"ACOT7_P1"	"ACOT7"	"chr1"	"-"	"P1"	6393377	"ENST00000608083"
"ACOT8_P1"	"ACOT8"	"chr20"	"-"	"P1"	45857371	"ENST00000217455"
"ACOT9_P1"	"ACOT9"	"chrX"	"-"	"P1"	23743276	"ENST00000379303"
"ACOX1_P1"	"ACOX1"	"chr17"	"-"	"P1"	75979134	"ENST00000293217"
"ACOX2_P2"	"ACOX2"	"chr3"	"-"	"P2"	58526766	"ENST00000467738"
"ACOX2_P1"	"ACOX2"	"chr3"	"-"	"P1"	58537190	"ENST00000459701"
"ACOX3_P1"	"ACOX3"	"chr4"	"-"	"P1"	8428448	"ENST00000503233"
"ACOX3_P2"	"ACOX3"	"chr4"	"-"	"P2"	8440723	"ENST00000356406"
"ACOXL_P1"	"ACOXL"	"chr2"	"+"	"P1"	110732615	"ENST00000389811"
"ACP1_P1"	"ACP1"	"chr2"	"+"	"P1"	264947	"ENST00000272067"
"ACP2_P1"	"ACP2"	"chr11"	"-"	"P1"	47248805	"ENST00000256997"
"ACP4_P1"	"ACP4"	"chr19"	"+"	"P1"	50790415	"ENST00000270593"
"ACP5_P1"	"ACP5"	"chr19"	"-"	"P1"	11577645	"ENST00000648477"
"ACP5_P2"	"ACP5"	"chr19"	"-"	"P2"	11578974	"ENST00000218758"
"ACP6_P1"	"ACP6"	"chr1"	"-"	"P1"	147670252	"ENST00000583509"
"ACP7_P1"	"ACP7"	"chr19"	"+"	"P1"	39084339	"ENST00000601575"
"ACPP_P1"	"ACPP"	"chr3"	"+"	"P1"	132317407	"ENST00000336375"
"ACR_P1"	"ACR"	"chr22"	"+"	"P1"	50738204	"ENST00000533930"
"ACRBP_P1"	"ACRBP"	"chr12"	"-"	"P1"	6647411	"ENST00000229243"
"ACRV1_P1"	"ACRV1"	"chr11"	"-"	"P1"	125680846	"ENST00000533904"
"ACSBG1_P1"	"ACSBG1"	"chr15"	"-"	"P1"	78234530	"ENST00000258873"
"ACSBG2_P1"	"ACSBG2"	"chr19"	"+"	"P1"	6135676	"ENST00000591738"
"ACSF2_P1"	"ACSF2"	"chr17"	"+"	"P1"	50426251	"ENST00000510410"
"ACSF3_P1"	"ACSF3"	"chr16"	"+"	"P1"	89093878	"ENST00000317447"
"ACSL1_P2"	"ACSL1"	"chr4"	"-"	"P2"	184805553	"ENST00000513317"
"ACSL1_P1"	"ACSL1"	"chr4"	"-"	"P1"	184825968	"ENST00000454703"
"ACSL3_P1"	"ACSL3"	"chr2"	"+"	"P1"	222861036	"ENST00000357430"
"ACSL4_P1"	"ACSL4"	"chrX"	"-"	"P1"	109733234	"ENST00000469796"
"ACSL5_P2"	"ACSL5"	"chr10"	"+"	"P2"	112374154	"ENST00000354655"
"ACSL5_P1"	"ACSL5"	"chr10"	"+"	"P1"	112376231	"ENST00000356116"
"ACSL6_P2(W)"	"ACSL6"	"chr5"	"-"	"P2(W)"	131975006	NA
"ACSL6_P1"	"ACSL6"	"chr5"	"-"	"P1"	132011637	"ENST00000379264"
"ACSM1_P2"	"ACSM1"	"chr16"	"-"	"P2"	20669855	"ENST00000524149"
"ACSM1_P3"	"ACSM1"	"chr16"	"-"	"P3"	20676161	"ENST00000519031"
"ACSM1_P4"	"ACSM1"	"chr16"	"-"	"P4"	20691256	"ENST00000307493"
"ACSM1_P1"	"ACSM1"	"chr16"	"-"	"P1"	20697744	"ENST00000520010"
"ACSM1_P5"	"ACSM1"	"chr16"	"-"	"P5"	20698890	"ENST00000523065"
"ACSM2A_P1"	"ACSM2A"	"chr16"	"+"	"P1"	20451576	"ENST00000574251"
"ACSM2B_P1(D)"	"ACSM2B"	"chr16"	"-"	"P1(D)"	20537226.8333333	NA
"ACSM2B_P1"	"ACSM2B"	"chr16"	"-"	"P1"	20576367	"ENST00000329697"
"ACSM3_P1"	"ACSM3"	"chr16"	"+"	"P1"	20764014	"ENST00000289416"
"ACSM4_P1"	"ACSM4"	"chr12"	"+"	"P1"	7304284	"ENST00000399422"
"ACSM4_P2"	"ACSM4"	"chr12"	"+"	"P2"	7310673	"ENST00000533292"
"ACSM5_P1"	"ACSM5"	"chr16"	"+"	"P1"	20409534	"ENST00000575584"
"ACSM6_P1"	"ACSM6"	"chr10"	"+"	"P1"	95194238	"ENST00000327739"
"ACSS1_P1"	"ACSS1"	"chr20"	"-"	"P1"	25058139	"ENST00000432802"
"ACSS2_P1"	"ACSS2"	"chr20"	"+"	"P1"	34876612	"ENST00000360596"
"ACSS3_P1"	"ACSS3"	"chr12"	"+"	"P1"	81078079	"ENST00000261206"
"ACTA1_P2(W)"	"ACTA1"	"chr1"	"-"	"P2(W)"	229433032	NA
"ACTA1_P1"	"ACTA1"	"chr1"	"-"	"P1"	229434094	"ENST00000366684"
"ACTA2_P1"	"ACTA2"	"chr10"	"-"	"P1"	88952773	"ENST00000224784"
"ACTA2_P2"	"ACTA2"	"chr10"	"-"	"P2"	88991331	"ENST00000458159"
"ACTB_P2"	"ACTB"	"chr7"	"-"	"P2"	5528400	"ENST00000464611"
"ACTB_P3"	"ACTB"	"chr7"	"-"	"P3"	5529571	"ENST00000642480"
"ACTB_P1"	"ACTB"	"chr7"	"-"	"P1"	5530601	"ENST00000331789"
"ACTBL2_P1"	"ACTBL2"	"chr5"	"-"	"P1"	57482811	"ENST00000423391"
"ACTC1_P1"	"ACTC1"	"chr15"	"-"	"P1"	34795549	"ENST00000290378"
"ACTG1_P2"	"ACTG1"	"chr17"	"-"	"P2"	81511486	"ENST00000574671"
"ACTG1_P1"	"ACTG1"	"chr17"	"-"	"P1"	81512799	"ENST00000573283"
"ACTG2_P1"	"ACTG2"	"chr2"	"+"	"P1"	73893008	"ENST00000473016"
"ACTG2_P2(W)"	"ACTG2"	"chr2"	"+"	"P2(W)"	73901280	NA
"ACTL10_P1"	"ACTL10"	"chr20"	"+"	"P1"	33666943	"ENST00000330271"
"ACTL6A_P1"	"ACTL6A"	"chr3"	"+"	"P1"	179562926	"ENST00000429709"
"ACTL6B_P1"	"ACTL6B"	"chr7"	"-"	"P1"	100656436	"ENST00000160382"
"ACTL7A_P1"	"ACTL7A"	"chr9"	"+"	"P1"	108862266	"ENST00000333999"
"ACTL7B_P1"	"ACTL7B"	"chr9"	"-"	"P1"	108856967	"ENST00000374667"
"ACTL8_P1"	"ACTL8"	"chr1"	"+"	"P1"	17755333	"ENST00000375406"
"ACTL9_P1"	"ACTL9"	"chr19"	"-"	"P1"	8698795	"ENST00000324436"
"ACTN1_P1"	"ACTN1"	"chr14"	"-"	"P1"	68979302	"ENST00000193403"
"ACTN2_P1"	"ACTN2"	"chr1"	"+"	"P1"	236686499	"ENST00000546208"
"ACTN3_P1"	"ACTN3"	"chr11"	"+"	"P1"	66546905	"ENST00000513398"
"ACTN4_P1"	"ACTN4"	"chr19"	"+"	"P1"	38647649	"ENST00000588618"
"ACTN4_P2"	"ACTN4"	"chr19"	"+"	"P2"	38724286	"ENST00000440400"
"ACTR10_P1"	"ACTR10"	"chr14"	"+"	"P1"	58200151	"ENST00000545307"
"ACTR1A_P1"	"ACTR1A"	"chr10"	"-"	"P1"	102502712	"ENST00000636707"
"ACTR1B_P1"	"ACTR1B"	"chr2"	"-"	"P1"	97663942	"ENST00000289228"
"ACTR2_P1"	"ACTR2"	"chr2"	"+"	"P1"	65227831	"ENST00000260641"
"ACTR3_P1"	"ACTR3"	"chr2"	"+"	"P1"	113890131	"ENST00000263238"
"ACTR3B_P1"	"ACTR3B"	"chr7"	"+"	"P1"	152759752	"ENST00000377776"
"ACTR3C_P1"	"ACTR3C"	"chr7"	"-"	"P1"	150323545	"ENST00000478393"
"ACTR5_P1"	"ACTR5"	"chr20"	"+"	"P1"	38748467	"ENST00000243903"
"ACTR6_P1"	"ACTR6"	"chr12"	"+"	"P1"	100200816	"ENST00000551517"
"ACTR8_P1"	"ACTR8"	"chr3"	"-"	"P1"	53882152	"ENST00000335754"
"ACTRT1_P1"	"ACTRT1"	"chrX"	"-"	"P1"	128052398	"ENST00000371124"
"ACTRT2_P1"	"ACTRT2"	"chr1"	"+"	"P1"	3021504	"ENST00000378404"
"ACTRT3_P1"	"ACTRT3"	"chr3"	"-"	"P1"	169769551	"ENST00000330368"
"ACVR1_P1"	"ACVR1"	"chr2"	"-"	"P1"	157876104	"ENST00000434821"
"ACVR1B_P1"	"ACVR1B"	"chr12"	"+"	"P1"	51951703	"ENST00000257963"
"ACVR1C_P1"	"ACVR1C"	"chr2"	"-"	"P1"	157628864	"ENST00000243349"
"ACVR2A_P1"	"ACVR2A"	"chr2"	"+"	"P1"	147844517	"ENST00000487959"
"ACVR2B_P1"	"ACVR2B"	"chr3"	"+"	"P1"	38453890	"ENST00000352511"
"ACVRL1_P1"	"ACVRL1"	"chr12"	"+"	"P1"	51906948	"ENST00000551576"
"ACY1_P1"	"ACY1"	"chr3"	"+"	"P1"	51983535	"ENST00000636358"
"ACY3_P2(W)"	"ACY3"	"chr11"	"-"	"P2(W)"	67647555	NA
"ACY3_P1"	"ACY3"	"chr11"	"-"	"P1"	67650730	"ENST00000255082"
"ACYP1_P1"	"ACYP1"	"chr14"	"-"	"P1"	75064024	"ENST00000238618"
"ACYP1_P2"	"ACYP1"	"chr14"	"-"	"P2"	75069490	"ENST00000555463"
"ACYP2_P2"	"ACYP2"	"chr2"	"+"	"P2"	53971113	"ENST00000606082"
"ACYP2_P1"	"ACYP2"	"chr2"	"+"	"P1"	54115615	"ENST00000406041"
"ADA_P1"	"ADA"	"chr20"	"-"	"P1"	44651699	"ENST00000372874"
"ADA2_P2"	"ADA2"	"chr22"	"-"	"P2"	17199637	"ENST00000330232"
"ADA2_P1"	"ADA2"	"chr22"	"-"	"P1"	17219434	"ENST00000610390"
"ADAD1_P1"	"ADAD1"	"chr4"	"+"	"P1"	122379518	"ENST00000464160"
"ADAD2_P1"	"ADAD2"	"chr16"	"+"	"P1"	84191213	"ENST00000268624"
"ADAL_P1"	"ADAL"	"chr15"	"+"	"P1"	43330672	"ENST00000562188"
"ADAM10_P1"	"ADAM10"	"chr15"	"-"	"P1"	58749707	"ENST00000260408"
"ADAM11_P1"	"ADAM11"	"chr17"	"+"	"P1"	44758988	"ENST00000200557"
"ADAM12_P1"	"ADAM12"	"chr10"	"-"	"P1"	126388477	"ENST00000368679"
"ADAM15_P1"	"ADAM15"	"chr1"	"+"	"P1"	155051316	"ENST00000527418"
"ADAM17_P1"	"ADAM17"	"chr2"	"-"	"P1"	9555830	"ENST00000310823"
"ADAM18_P1"	"ADAM18"	"chr8"	"+"	"P1"	39584588	"ENST00000520001"
"ADAM19_P1"	"ADAM19"	"chr5"	"-"	"P1"	157575775	"ENST00000517951"
"ADAM2_P1"	"ADAM2"	"chr8"	"-"	"P1"	39838227	"ENST00000347580"
"ADAM20_P1"	"ADAM20"	"chr14"	"-"	"P1"	70534995	"ENST00000256389"
"ADAM21_P1"	"ADAM21"	"chr14"	"+"	"P1"	70452174	"ENST00000603540"
"ADAM22_P1"	"ADAM22"	"chr7"	"+"	"P1"	87934251	"ENST00000398204"
"ADAM23_P1"	"ADAM23"	"chr2"	"+"	"P1"	206443532	"ENST00000264377"
"ADAM28_P1"	"ADAM28"	"chr8"	"+"	"P1"	24294069	"ENST00000265769"
"ADAM29_P1"	"ADAM29"	"chr4"	"+"	"P1"	174918406	"ENST00000513477"
"ADAM30_P1"	"ADAM30"	"chr1"	"-"	"P1"	119896511	"ENST00000369400"
"ADAM32_P1"	"ADAM32"	"chr8"	"+"	"P1"	39107742	"ENST00000399831"
"ADAM33_P1"	"ADAM33"	"chr20"	"-"	"P1"	3682038	"ENST00000356518"
"ADAM7_P1"	"ADAM7"	"chr8"	"+"	"P1"	24441026	"ENST00000441335"
"ADAM8_P1"	"ADAM8"	"chr10"	"-"	"P1"	133276868	"ENST00000445355"
"ADAM9_P1"	"ADAM9"	"chr8"	"+"	"P1"	38996973	"ENST00000466936"
"ADAMDEC1_P1"	"ADAMDEC1"	"chr8"	"+"	"P1"	24384505	"ENST00000256412"
"ADAMTS1_P2(W)"	"ADAMTS1"	"chr21"	"-"	"P2(W)"	26844279	NA
"ADAMTS1_P1"	"ADAMTS1"	"chr21"	"-"	"P1"	26845409	"ENST00000284984"
"ADAMTS10_P1"	"ADAMTS10"	"chr19"	"-"	"P1"	8610682	"ENST00000597188"
"ADAMTS12_P1"	"ADAMTS12"	"chr5"	"-"	"P1"	33891984	"ENST00000504830"
"ADAMTS13_P1"	"ADAMTS13"	"chr9"	"+"	"P1"	133422389	"ENST00000371929"
"ADAMTS14_P1"	"ADAMTS14"	"chr10"	"+"	"P1"	70672506	"ENST00000373208"
"ADAMTS15_P1"	"ADAMTS15"	"chr11"	"+"	"P1"	130448645	"ENST00000299164"
"ADAMTS16_P1"	"ADAMTS16"	"chr5"	"+"	"P1"	5140330	"ENST00000511368"
"ADAMTS16_P1(W)"	"ADAMTS16"	"chr5"	"+"	"P1(W)"	5146218	NA
"ADAMTS17_P1"	"ADAMTS17"	"chr15"	"-"	"P1"	100341975	"ENST00000268070"
"ADAMTS18_P1"	"ADAMTS18"	"chr16"	"-"	"P1"	77435034	"ENST00000282849"
"ADAMTS19_P1"	"ADAMTS19"	"chr5"	"+"	"P1"	129460298	"ENST00000274487"
"ADAMTS2_P1"	"ADAMTS2"	"chr5"	"-"	"P1"	179345456	"ENST00000251582"
"ADAMTS20_P1"	"ADAMTS20"	"chr12"	"-"	"P1"	43552203	"ENST00000389420"
"ADAMTS3_P1"	"ADAMTS3"	"chr4"	"-"	"P1"	72569358	"ENST00000286657"
"ADAMTS4_P1"	"ADAMTS4"	"chr1"	"-"	"P1"	161199052	"ENST00000367996"
"ADAMTS5_P1"	"ADAMTS5"	"chr21"	"-"	"P1"	26966703	"ENST00000284987"
"ADAMTS6_P1"	"ADAMTS6"	"chr5"	"-"	"P1"	65481848	"ENST00000381055"
"ADAMTS7_P1"	"ADAMTS7"	"chr15"	"-"	"P1"	78811464	"ENST00000388820"
"ADAMTS8_P1"	"ADAMTS8"	"chr11"	"-"	"P1"	130428609	"ENST00000257359"
"ADAMTS9_P1"	"ADAMTS9"	"chr3"	"-"	"P1"	64688000	"ENST00000498707"
"ADAMTSL1_P1"	"ADAMTSL1"	"chr9"	"+"	"P1"	18474153	"ENST00000380548"
"ADAMTSL2_P1"	"ADAMTSL2"	"chr9"	"+"	"P1"	133534704	"ENST00000393061"
"ADAMTSL3_P1"	"ADAMTSL3"	"chr15"	"+"	"P1"	83654125	"ENST00000286744"
"ADAMTSL4_P1"	"ADAMTSL4"	"chr1"	"+"	"P1"	150549408	"ENST00000271643"
"ADAMTSL5_P1"	"ADAMTSL5"	"chr19"	"-"	"P1"	1513019	"ENST00000330475"
"ADAP1_P1"	"ADAP1"	"chr7"	"-"	"P1"	954680	"ENST00000265846"
"ADAP2_P1"	"ADAP2"	"chr17"	"+"	"P1"	30921945	"ENST00000585130"
"ADAR_P1"	"ADAR"	"chr1"	"-"	"P1"	154608186	"ENST00000368474"
"ADAR_P2"	"ADAR"	"chr1"	"-"	"P2"	154627968	"ENST00000649593"
"ADARB1_P1"	"ADARB1"	"chr21"	"+"	"P1"	45074580	"ENST00000460734"
"ADARB2_P1"	"ADARB2"	"chr10"	"-"	"P1"	1240530	"ENST00000469464"
"ADARB2_ENST00000381312(W)"	"ADARB2"	"chr10"	"-"	"ENST00000381312(W)"	1737420	NA
"ADAT1_P1"	"ADAT1"	"chr16"	"-"	"P1"	75623281	"ENST00000307921"
"ADAT2_P1"	"ADAT2"	"chr6"	"-"	"P1"	143450695	"ENST00000237283"
"ADAT3_P1"	"ADAT3"	"chr19"	"+"	"P1"	1905400	"ENST00000329478"
"ADAT3_P2(W)"	"ADAT3"	"chr19"	"+"	"P2(W)"	1907975	NA
"ADCK1_P1"	"ADCK1"	"chr14"	"+"	"P1"	77800113	"ENST00000238561"
"ADCK2_P1"	"ADCK2"	"chr7"	"+"	"P1"	140672962	"ENST00000072869"
"ADCK5_P1"	"ADCK5"	"chr8"	"+"	"P1"	144374047	"ENST00000526231"
"ADCY1_P1"	"ADCY1"	"chr7"	"+"	"P1"	45574368	"ENST00000432715"
"ADCY10_P1"	"ADCY10"	"chr1"	"-"	"P1"	167914124	"ENST00000545172"
"ADCY2_P1"	"ADCY2"	"chr5"	"+"	"P1"	7396176	"ENST00000338316"
"ADCY3_P1"	"ADCY3"	"chr2"	"-"	"P1"	24920221	"ENST00000260600"
